RECID,SESSION_ID,PNAME_VAL,BNAME,USDComm,ImpliedCommUSD,ConDate,Security,Units,T,Price,NET,BCODE,Q,ResearchComm,ExecComm,Exchange,USDOtherExp,CCL_CAT,COUNTRY,ALGO_FLAG
32786,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,CLSA LIMITED,402.924543,0.0,2020-07-07,000858C2,18200.0,S,194.2641,502693.515577,CREDAP,2020-Q3,0.0,402.924543,HCC,558.401116825026,ORD,CHINA,NON-ALGO
32787,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,CLSA LIMITED,694.235757,0.0,2020-07-14,000858C2,27600.0,S,220.0127,866138.41185,CREDAP,2020-Q3,0.0,694.235757,HCC,962.1233449327968,ORD,CHINA,NON-ALGO
32788,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,CLSA LIMITED,283.284168,0.0,2020-07-23,000858C2,11800.0,S,210.07,353429.471804,CREDAP,2020-Q3,0.0,283.284168,HCC,392.5974072354558,ORD,CHINA,NON-ALGO
32789,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,CLSA LIMITED,238.370119,0.0,2020-07-23,2330.TW,23000.0,S,381.5,296813.446519,CREDAP,2020-Q3,0.0,238.370119,TWE,893.8539898132427,ORD,TAIWAN,NON-ALGO
32790,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,CLSA LIMITED,329.371817,0.0,2020-07-23,5871 TT,97000.0,S,125.0,410150.254668,CREDAP,2020-Q3,0.0,329.371817,TWE,1235.144312393888,ORD,TAIWAN,NON-ALGO
32791,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,CLSA LIMITED,245.370102,0.0,2020-07-23,BBRI IJ,1272000.0,S,3140.0,271991.39529,CREDAP,2020-Q3,0.0,245.370102,IDS,396.6817064846416,ORD,INDONESIA,NON-ALGO
32792,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,CLSA LIMITED,252.228288,0.0,2020-07-23,ICT.PM,127060.0,S,98.0,250361.798551,CREDAP,2020-Q3,0.0,252.228288,PHS,1614.26100167114,ORD,PHILIPPINES,NON-ALGO
32793,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,CLSA LIMITED,314.095577,0.0,2020-07-23,TLKM IJ,1665400.0,S,3070.0,348173.201897,CREDAP,2020-Q3,0.0,314.095577,IDS,507.7878498293515,ORD,INDONESIA,NON-ALGO
32794,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,CLSA LIMITED,400.829249,0.0,2020-07-27,000858C2,17200.0,S,204.4462,500080.182092,CREDAP,2020-Q3,0.0,400.829249,HCC,555.4984041946882,ORD,CHINA,NON-ALGO
32795,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,CLSA LIMITED,582.838732,0.0,2020-07-27,5871 TT,174000.0,S,123.455271,725778.807868,CREDAP,2020-Q3,0.0,582.838732,TWE,2185.6537222316433,ORD,TAIWAN,NON-ALGO
32796,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,CLSA LIMITED,515.721672,0.0,2020-07-30,000858C2,21100.0,S,213.9209,643422.497072,CREDAP,2020-Q3,0.0,515.721672,HCC,714.7262132594475,ORD,CHINA,NON-ALGO
32797,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,CLSA LIMITED,487.009371,0.0,2020-08-04,ICT.PM,250460.0,S,95.453508,483405.412507,CREDAP,2020-Q3,0.0,487.009371,PHS,3116.8592381340395,ORD,PHILIPPINES,NON-ALGO
32798,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,CLSA LIMITED,200.314117,0.0,2020-08-04,PF.PM,157210.0,S,62.549647,198831.995722,CREDAP,2020-Q3,0.0,200.314117,PHS,1282.0107964962315,ORD,PHILIPPINES,NON-ALGO
32799,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,CLSA LIMITED,24.072547,0.0,2020-08-05,PF.PM,18860.0,S,62.669629,23894.393629,CREDAP,2020-Q3,0.0,24.072547,PHS,154.0640943390462,ORD,PHILIPPINES,NON-ALGO
32800,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,CLSA LIMITED,49.846114,0.0,2020-08-20,002415,11200.0,S,38.5016,62189.498172,CREDAP,2020-Q3,0.0,49.846114,HCC,69.0811623101709,ORD,CHINA,NON-ALGO
32801,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,CLSA LIMITED,222.082078,0.0,2020-08-20,005385 K,3996.0,S,82067.3674,276689.775107,CREDAP,2020-Q3,0.0,222.082078,KSE,693.8721091660176,ORD,KOREA,NON-ALGO
32802,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,CLSA LIMITED,287.593539,0.0,2020-08-20,HAN KW,33688.0,S,12606.5382,358317.505739,CREDAP,2020-Q3,0.0,287.593539,KSE,898.7260014221379,ORD,KOREA,NON-ALGO
32803,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,CLSA LIMITED,812.1021,0.0,2020-08-26,000858C2,29700.0,S,236.277,1013190.323817,CREDAP,2020-Q3,0.0,812.1021,HCC,1125.473574574886,ORD,CHINA,NON-ALGO
32804,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,CLSA LIMITED,1523.296367,0.0,2020-08-26,2020.HK,202909.0,S,83.120158,2172270.59294,CREDAP,2020-Q3,0.0,1523.296367,HKS,2343.722541562639,ORD,CHINA,NON-ALGO
32805,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,CLSA LIMITED,644.342514,0.0,2020-08-27,2020.HK,87091.0,S,81.915549,918852.551175,CREDAP,2020-Q3,0.0,644.342514,HKS,991.481675021128,ORD,CHINA,NON-ALGO
32806,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,CLSA LIMITED,910.511844,0.0,2020-08-27,PWGR.IN,403277.0,P,186.3925,1013738.558681,CREDAP,2020-Q3,0.0,910.511844,MUM,1148.2592193808882,ORD,INDIA,NON-ALGO
32807,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,CLSA LIMITED,350.473465,0.0,2020-09-01,000858C2,12700.0,S,236.24,437255.354131,CREDAP,2020-Q3,0.0,350.473465,HCC,485.7113653454431,ORD,CHINA,NON-ALGO
32808,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,CLSA LIMITED,268.185492,0.0,2020-09-01,005935KS,8454.0,S,47100.0,334132.654745,CREDAP,2020-Q3,0.0,268.185492,KSE,838.0969219370916,ORD,KOREA,NON-ALGO
32809,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,CLSA LIMITED,245.190093,0.0,2020-09-01,1928 HK,78800.0,S,34.45,349649.453236,CREDAP,2020-Q3,0.0,245.190093,HKS,377.2868912214602,ORD,CHINA,NON-ALGO
32810,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,CLSA LIMITED,207.250182,0.0,2020-09-01,2318.HK,28000.0,S,81.95,295545.518473,CREDAP,2020-Q3,0.0,207.250182,HKS,318.9202789623426,ORD,CHINA,NON-ALGO
32811,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,CLSA LIMITED,579.891517,0.0,2020-09-01,2330.TW,49000.0,S,435.0,722109.911411,CREDAP,2020-Q3,0.0,579.891517,TWE,2174.5931883491185,ORD,TAIWAN,NON-ALGO
32812,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,CLSA LIMITED,203.85928,0.0,2020-09-01,3968.HK,61500.0,S,36.7,290708.988858,CREDAP,2020-Q3,0.0,203.85928,HKS,313.7732818074488,ORD,CHINA,NON-ALGO
32813,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,CLSA LIMITED,464.334903,0.0,2020-09-01,5871 TT,134000.0,S,127.373134,578229.989627,CREDAP,2020-Q3,0.0,464.334903,TWE,1741.3068983693527,ORD,TAIWAN,NON-ALGO
32814,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,CLSA LIMITED,269.949499,0.0,2020-09-01,8464.TT,29000.0,S,342.172413,336171.565863,CREDAP,2020-Q3,0.0,269.949499,TWE,1012.3616330278348,ORD,TAIWAN,NON-ALGO
32815,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,CLSA LIMITED,208.948214,0.0,2020-09-01,941.HK,43000.0,S,53.8,297966.941285,CREDAP,2020-Q3,0.0,208.948214,HKS,321.5589375689502,ORD,CHINA,NON-ALGO
32816,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,CLSA LIMITED,301.483197,0.0,2020-09-01,CCB,608000.0,S,5.49,429925.671116,CREDAP,2020-Q3,0.0,301.483197,HKS,463.8645703631542,ORD,CHINA,NON-ALGO
32817,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,CLSA LIMITED,285.815316,0.0,2020-09-01,COW KS,5278.0,S,80400.0,356091.165723,CREDAP,2020-Q3,0.0,285.815316,KSE,893.1745470465413,ORD,KOREA,NON-ALGO
32818,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,CLSA LIMITED,67.500258,0.0,2020-09-01,PF.PM,48040.0,S,68.001957,67000.838688,CREDAP,2020-Q3,0.0,67.500258,PHS,432.0021902184019,ORD,PHILIPPINES,NON-ALGO
32819,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,CLSA LIMITED,280.123419,0.0,2020-09-07,ICT.PM,128700.0,S,105.813524,278050.516918,CREDAP,2020-Q3,0.0,280.123419,PHS,1792.7894682711096,ORD,PHILIPPINES,NON-ALGO
32820,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,CLSA LIMITED,290.478003,0.0,2020-09-08,000858C2,11000.0,S,225.4675,362405.19142,CREDAP,2020-Q3,0.0,290.478003,HCC,402.5664299831637,ORD,CHINA,NON-ALGO
32821,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,CLSA LIMITED,42.403551,0.0,2020-09-08,PF.PM,31760.0,S,64.974465,42089.744069,CREDAP,2020-Q3,0.0,42.403551,PHS,271.3828071220885,ORD,PHILIPPINES,NON-ALGO
32822,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,CLSA LIMITED,21.290635,0.0,2020-09-09,PF.PM,16010.0,S,64.573204,21133.022705,CREDAP,2020-Q3,0.0,21.290635,PHS,136.2596921175925,ORD,PHILIPPINES,NON-ALGO
32823,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,CS FIRST BOSTON LTD LONDON,2673.81,0.0,2020-09-02,DSKY RX,1460044.0,P,1.5261,2230846.96,CSFBUK,2020-Q3,0.0,2673.81,RTS,0.0,ORD,RUSSIA,NON-ALGO
32824,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,EFG HERMES,509.080837,0.0,2020-07-23,EQBNK,344600.0,S,32.0,100940.547527,EFGHER,2020-Q3,0.0,509.080837,NAR,366.5389409537879,ORD,KENYA,NON-ALGO
32825,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,EFG HERMES,906.689815,0.0,2020-07-24,EQBNK,602600.0,S,32.5,179778.449074,EFGHER,2020-Q3,0.0,906.689815,NAR,652.824074074074,ORD,KENYA,NON-ALGO
32826,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,EFG HERMES,132.85845,0.0,2020-08-04,HUM KW,12500.0,S,2.7106,110491.210299,EFGHER,2020-Q3,0.0,132.85845,KUW,88.5831917396418,ORD,KUWAIT,NON-ALGO
32827,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,EFG HERMES,102.211029,0.0,2020-08-09,HUM KW,10017.0,S,2.6,85013.769869,EFGHER,2020-Q3,0.0,102.211029,KUW,68.1624910054294,ORD,KUWAIT,NON-ALGO
32828,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,EXOTIX,216.38,0.0,2020-07-23,LUKADR1,6184.0,S,69.98,432539.94,EXOTIX,2020-Q3,0.0,216.38,LSE,0.0,ORD,RUSSIA,NON-ALGO
32829,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,EXOTIX,1373.38,0.0,2020-07-23,NORILSK,104224.0,P,26.354311,2748125.09,EXOTIX,2020-Q3,0.0,1373.38,LSE,0.0,ORD,RUSSIA,NON-ALGO
32830,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,GOLDMAN SACHS & CO,400.19,0.0,2020-09-02,DSKY RX,661396.0,P,1.512684,1000883.34,GOLDMA,2020-Q3,0.0,400.19,RTS,0.0,ORD,RUSSIA,ALGO
32831,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,HSBC SECURITIES LONDON,275.989115,0.0,2020-07-02,IRBR3.BZ,490300.0,S,10.032651,919407.963418,HSBCLN,2020-Q3,0.0,275.989115,BOV,281.4090275764688,ORD,BRAZIL,NON-ALGO
32832,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,HSBC SECURITIES LONDON,920.48,0.0,2020-07-09,LUKADR1,25605.0,S,71.898334,1840036.36,HSBCLN,2020-Q3,0.0,920.48,LSE,0.0,ORD,RUSSIA,NON-ALGO
32833,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,HSBC SECURITIES LONDON,37.18,0.0,2020-08-03,LUKADR1,5450.0,S,68.226782,371798.78,HSBCLN,2020-Q3,0.0,37.18,LSE,0.0,ORD,RUSSIA,ALGO
32834,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,HSBC SECURITIES LONDON,302.840484,0.0,2020-08-05,TFG SJ,144255.0,S,72.370551,605372.294259,HSBCLN,2020-Q3,0.0,302.840484,JSE,5.475009427668,ORD,SOUTH AFRICA,ALGO
32835,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,HSBC SECURITIES LONDON,402.006835,0.0,2020-08-06,TFG SJ,194613.0,S,72.114074,803605.630938,HSBCLN,2020-Q3,0.0,402.006835,JSE,5.8182734806234,ORD,SOUTH AFRICA,ALGO
32836,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,HSBC SECURITIES LONDON,67.520822,0.0,2020-08-27,3306 HK,96500.0,P,7.747047,96630.334113,HSBCLN,2020-Q3,0.0,67.520822,HKS,103.9385318082409,ORD,CHINA,NON-ALGO
32837,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,HSBC SECURITIES LONDON,754.487217,0.0,2020-08-27,941.HK,147500.0,S,56.634746,1075923.057668,HSBCLN,2020-Q3,0.0,754.487217,HKS,1160.8804763655835,ORD,CHINA,NON-ALGO
32838,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,HSBC SECURITIES LONDON,61.06,0.0,2020-09-01,LUKADR1,9106.0,S,67.06,610587.3,HSBCLN,2020-Q3,0.0,61.06,LSE,0.0,ORD,RUSSIA,ALGO
32839,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,HSBC SECURITIES LONDON,352.68,0.0,2020-09-01,MOEX RX,420349.0,S,1.86446,783371.22,HSBCLN,2020-Q3,0.0,352.68,RTS,0.0,ORD,RUSSIA,ALGO
32840,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,HSBC SECURITIES LONDON,46.571325,0.0,2020-09-01,MONDI LN,23868.0,S,14.535,465694.043307,HSBCLN,2020-Q3,0.0,46.571325,LSS,1.3425000129215,ORD,SOUTH AFRICA,ALGO
32841,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,HSBC SECURITIES LONDON,98.516237,0.0,2020-09-04,ARZZ3 BZ,30700.0,P,58.09,336212.872471,HSBCLN,2020-Q3,0.0,98.516237,BOV,103.0890540655116,ORD,BRAZIL,ALGO
32842,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,HSBC SECURITIES LONDON,42.76,0.0,2020-09-07,PJPq.L,12321.0,S,34.702297,427524.24,HSBCLN,2020-Q3,0.0,42.76,LSE,0.0,ORD,RUSSIA,ALGO
32843,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,ITAU SECURITIES,1078.578353,0.0,2020-08-25,BAN.MM,377200.0,S,78.352213,1347144.008612,ITAU,2020-Q3,0.0,1078.578353,MXP,0.0,ORD,MEXICO,NON-ALGO
32844,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,ITG TRITON,599.46,0.0,2020-07-06,LUKADR1,15723.0,P,76.25249,1199517.36,ITG,2020-Q3,0.0,599.46,LSE,0.0,ORD,RUSSIA,NON-ALGO
32845,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,ITG TRITON,283.957543,0.0,2020-07-27,MONDI LN,30861.0,S,14.390287,567628.123932,ITG,2020-Q3,0.0,283.957543,LSS,1.2788000149875,ORD,SOUTH AFRICA,NON-ALGO
32846,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,ITG TRITON,73.382791,0.0,2020-08-12,TFG SJ,34428.0,S,74.2134,146692.138194,ITG,2020-Q3,0.0,73.382791,JSE,0.0,ORD,SOUTH AFRICA,ALGO
32847,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,ITG TRITON,213.18365,0.0,2020-08-13,TFG SJ,101119.0,S,73.390713,426153.85866,ITG,2020-Q3,0.0,213.18365,JSE,0.0,ORD,SOUTH AFRICA,ALGO
32848,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,JEFFERIES NEW YORK,88.602322,0.0,2020-07-01,005385 K,6494.0,S,54700.0,294515.613035,JEFFRI,2020-Q3,0.0,88.602322,KSE,738.3551791942597,ORD,KOREA,NON-ALGO
32849,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,JEFFERIES NEW YORK,161.110829,0.0,2020-07-01,2330.TW,50000.0,S,317.5,535207.671622,JEFFRI,2020-Q3,0.0,161.110829,TWE,1610.9391648485464,ORD,TAIWAN,NON-ALGO
32850,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,JEFFERIES NEW YORK,83.109239,0.0,2020-07-01,5871 TT,65000.0,S,126.0,276116.596478,JEFFRI,2020-Q3,0.0,83.109239,TWE,831.0923943376122,ORD,TAIWAN,NON-ALGO
32851,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,JEFFERIES NEW YORK,229.226616,0.0,2020-07-01,ICT.PM,114000.0,S,100.176088,227530.419309,JEFFRI,2020-Q3,0.0,229.226616,PHS,1467.0507828181453,ORD,PHILIPPINES,NON-ALGO
32852,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,JEFFERIES NEW YORK,124.028342,0.0,2020-07-01,PWGR.IN,179942.0,S,173.4832,412868.207661,JEFFRI,2020-Q3,0.0,124.028342,MUM,435.7541966029864,ORD,INDIA,NON-ALGO
32853,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,JEFFERIES NEW YORK,131.266625,0.0,2020-07-01,TLKM IJ,2053200.0,S,3040.0,436807.195555,JEFFRI,2020-Q3,0.0,131.266625,IDS,616.9531720995443,ORD,INDONESIA,NON-ALGO
32854,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,JEFFERIES NEW YORK,115.477511,0.0,2020-07-02,1128 HK,222800.0,S,13.390413,384392.857327,JEFFRI,2020-Q3,0.0,115.477511,HKS,414.6414471137718,ORD,CHINA,NON-ALGO
32855,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,JEFFERIES NEW YORK,129.519005,0.0,2020-07-02,1928 HK,109200.0,S,30.642674,431137.136479,JEFFRI,2020-Q3,0.0,129.519005,HKS,465.0814130518927,ORD,CHINA,NON-ALGO
32856,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,JEFFERIES NEW YORK,113.591206,0.0,2020-07-02,2318.HK,37000.0,S,79.315203,378115.389776,JEFFRI,2020-Q3,0.0,113.591206,HKS,407.8355224111681,ORD,CHINA,NON-ALGO
32857,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,JEFFERIES NEW YORK,146.850566,0.0,2020-07-02,941.HK,73000.0,S,51.971575,488826.756638,JEFFRI,2020-Q3,0.0,146.850566,HKS,527.2030552473356,ORD,CHINA,NON-ALGO
32858,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,JEFFERIES NEW YORK,41.441953,0.0,2020-07-02,968.HK,142000.0,S,7.54,137951.301834,JEFFRI,2020-Q3,0.0,41.441953,HKS,148.8194462364204,ORD,CHINA,NON-ALGO
32859,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,JEFFERIES NEW YORK,186.721517,0.0,2020-07-02,ICT.PM,91590.0,S,101.591877,185339.778056,JEFFRI,2020-Q3,0.0,186.721517,PHS,1195.0177093262428,ORD,PHILIPPINES,NON-ALGO
32860,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,JEFFERIES NEW YORK,305.441927,0.0,2020-07-21,968.HK,402000.0,S,8.414142,435570.07553,JEFFRI,2020-Q3,0.0,305.441927,HKS,470.0103846178654,ORD,CHINA,NON-ALGO
32861,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,JEFFERIES NEW YORK,421.916077,0.0,2020-07-23,1928 HK,153200.0,S,30.5,601666.136501,JEFFRI,2020-Q3,0.0,421.916077,HKS,649.1995923790358,ORD,CHINA,NON-ALGO
32862,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,JEFFERIES NEW YORK,440.022961,0.0,2020-07-23,2318.HK,57500.0,S,84.75,627486.627194,JEFFRI,2020-Q3,0.0,440.022961,HKS,677.1190485404331,ORD,CHINA,NON-ALGO
32863,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,JEFFERIES NEW YORK,218.389381,0.0,2020-07-23,968.HK,278000.0,S,8.7,311430.381951,JEFFRI,2020-Q3,0.0,218.389381,HKS,336.0589760458186,ORD,CHINA,NON-ALGO
32864,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,JEFFERIES NEW YORK,229.795029,0.0,2020-07-23,CCB,427000.0,S,5.96,327695.986997,JEFFRI,2020-Q3,0.0,229.795029,HKS,353.5673284057634,ORD,CHINA,NON-ALGO
32865,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,JEFFERIES NEW YORK,257.673465,0.0,2020-07-23,COW KS,5065.0,S,76000.0,321028.928354,JEFFRI,2020-Q3,0.0,257.673465,KSE,805.2295784959732,ORD,KOREA,NON-ALGO
32866,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,JEFFERIES NEW YORK,343.533181,0.0,2020-07-23,PWGR.IN,157094.0,S,181.6532,380916.382484,JEFFRI,2020-Q3,0.0,343.533181,MUM,443.5443495126151,ORD,INDIA,NON-ALGO
32867,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,JEFFERIES NEW YORK,235.014481,0.0,2020-07-28,1928 HK,89200.0,S,29.176009,335138.306038,JEFFRI,2020-Q3,0.0,235.014481,HKS,361.6520353731141,ORD,CHINA,NON-ALGO
32868,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,JEFFERIES NEW YORK,721.682462,0.0,2020-07-30,2330.TW,61000.0,S,434.57377,898683.567405,JEFFRI,2020-Q3,0.0,721.682462,TWE,2706.3347569379457,ORD,TAIWAN,NON-ALGO
32869,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,JEFFERIES NEW YORK,265.505096,0.0,2020-07-30,8464.TT,32000.0,S,304.75,330603.256708,JEFFRI,2020-Q3,0.0,265.505096,TWE,995.5930646066936,ORD,TAIWAN,NON-ALGO
32870,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,JEFFERIES NEW YORK,313.384649,0.0,2020-07-30,PWGR.IN,144218.0,S,180.5968,347487.146242,JEFFRI,2020-Q3,0.0,313.384649,MUM,404.6102374705459,ORD,INDIA,NON-ALGO
32871,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,JEFFERIES NEW YORK,252.3401,0.0,2020-08-04,2330.TW,22000.0,S,421.977273,314218.024632,JEFFRI,2020-Q3,0.0,252.3401,TWE,946.2668818482967,ORD,TAIWAN,NON-ALGO
32872,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,JEFFERIES NEW YORK,247.685382,0.0,2020-08-04,5871 TT,75000.0,S,121.5,308430.204705,JEFFRI,2020-Q3,0.0,247.685382,TWE,928.8371697952944,ORD,TAIWAN,NON-ALGO
32873,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,JEFFERIES NEW YORK,1631.720156,0.0,2020-08-19,3105.TT,212000.0,P,283.287736,2041264.935642,JEFFRI,2020-Q3,0.0,1631.720156,TWE,0.0,ORD,TAIWAN,NON-ALGO
32874,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,JEFFERIES NEW YORK,246.192596,0.0,2020-08-28,005385 K,4205.0,S,86732.93698,306725.831452,JEFFRI,2020-Q3,0.0,246.192596,KSE,769.3534437295643,ORD,KOREA,NON-ALGO
32875,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,JEFFERIES NEW YORK,388.072489,0.0,2020-08-28,941.HK,77000.0,S,55.8,553404.068308,JEFFRI,2020-Q3,0.0,388.072489,HKS,597.1290878241066,ORD,CHINA,NON-ALGO
32876,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,JEFFERIES NEW YORK,225.24354,0.0,2020-08-28,BBRI IJ,994300.0,S,3690.0,249677.458983,JEFFRI,2020-Q3,0.0,225.24354,IDS,367.8977489768076,ORD,INDONESIA,NON-ALGO
32877,8AAA8D6C-93F5-4CD4-81C7-D969A036EB16,MAG GEMS DIV FD,JEFFERIES NEW YORK,2656.478946,0.0,2020-09-01,PWGR.IN,1198275.0,P,181.344,2957729.613963,JEFFRI,2020-Q3,0.0,2656.478946,MUM,3429.809834284162,ORD,INDIA,NON-ALGO
